,編號,土地位置建物門牌,Latitude,Longitude,交易年月日,建築完成年月,總價元,單價元平方公尺,st_range
6727,RPOSMLSJOHGGFEF68DA,新北市淡水區新市三路一段９２號二十二樓,25.1987808,121.4258817,1100526,1080222.0,8930000,84365.0,[]
6728,RPSOMLTJOHGGFEF78DA,新北市淡水區中山北路三段３１巷１０８號五樓,25.1899526,121.4426794,1100311,1010521.0,9800000,68951.0,[]
6729,RPTOMLTJOHGGFEF88DA,新北市淡水區沙崙路１３１巷７弄１７號十三樓,25.1831255,121.4224245,1100502,1040826.0,12700000,77505.0,[]
6730,RPTOMLKKOHGGFEF08DA,新北市淡水區新市一路一段１２０號二十樓,25.1863394,121.4317371,1100519,1051020.0,10000000,66076.0,[]
6731,RPSQMLKKOHGGFEF18DA,新北市淡水區沙崙路２１６巷１５號二樓,25.1841169,121.4260807,1100519,840704.0,8000000,44092.0,[]
6732,RPOSMLKKOHGGFEF97DA,新北市淡水區北新路１６９巷５７號七樓,25.1805974,121.4486256,1100504,830827.0,3150000,57377.0,[]
6733,RPXSMLQJNHGGFGF86DA,新北市三重區集賢路５１號十二樓,25.086153,121.495493,1100502,960628.0,17700000,114838.0,[]
6734,RPOQMLMKNHGGFGF08DA,新北市三重區河邊北街１７號十樓之三,25.0648155,121.5040997,1050903,1100125.0,17000000,176678.0,['台北橋']
6735,RPQQMLMKNHGGFGF28DA,新北市三重區河邊北街１９號七樓之二,25.0666648,121.5044448,1050827,1100125.0,18400000,176380.0,[]
6736,RPUQMLMKNHGGFGF68DA,新北市三重區河邊北街１９號五樓,25.0666648,121.5044448,1100202,1100125.0,16800000,148854.0,[]
6737,RPTRMLMKNHGGFGF68DA,新北市三重區河邊北街１７號四樓之三,25.0648155,121.5040997,1091230,1100125.0,14800000,153814.0,['台北橋']
6738,RPURMLMKNHGGFGF78DA,新北市三重區河邊北街１９號十七樓之一,25.0666648,121.5044448,1100104,1100125.0,25700000,182624.0,[]
6739,RPWRMLMKNHGGFGF98DA,新北市三重區河邊北街１９號十四樓之一,25.0666648,121.5044448,1100112,1100125.0,26190000,188470.0,[]
6740,RPOPMLMKNHGGFGF97DA,新北市三重區河邊北街１９號十一樓之一,25.0666648,121.5044448,1060303,1100125.0,22500000,158890.0,[]
6741,RPSTMLMKNHGGFGF78DA,新北市三重區河邊北街１９號三樓,25.0666648,121.5044448,1051122,1100125.0,16000000,140915.0,[]
6742,RPXWMLMKNHGGFGF96DA,新北市三重區河邊北街１９號七樓,25.0666648,121.5044448,1091031,1100125.0,16180000,143694.0,[]
6743,RPOUMLMKNHGGFGF48DA,新北市三重區河邊北街１９號七樓之一,25.0666648,121.5044448,1051128,1100125.0,22000000,156565.0,[]
6744,RPQWMLMKNHGGFGF88DA,新北市三重區河邊北街１９號九樓之二,25.0666648,121.5044448,1061102,1100125.0,17600000,169052.0,[]
6745,RPQNMLQKNHGGFGF38DA,新北市三重區河邊北街１９號二十四樓之一,25.0666648,121.5044448,1051112,1100125.0,38400000,190676.0,[]
6746,RPRNMLQKNHGGFGF48DA,新北市三重區河邊北街１９號十樓之二,25.0666648,121.5044448,1050618,1100125.0,19980000,171725.0,[]
6747,RPSNMLQKNHGGFGF58DA,新北市三重區河邊北街１９號八樓之二,25.0666648,121.5044448,1050802,1100125.0,19900000,172877.0,[]
6748,RPTNMLQKNHGGFGF68DA,新北市三重區河邊北街１９號九樓之一,25.0666648,121.5044448,1060124,1100125.0,22000000,154240.0,[]
6749,RPXNMLQKNHGGFGF09DA,新北市三重區河邊北街１９號十樓之三,25.0666648,121.5044448,1050716,1100125.0,18300000,167325.0,[]
6750,RPOOMLQKNHGGFGF28DA,新北市三重區河邊北街１９號十五樓之一,25.0666648,121.5044448,1060322,1100125.0,25750000,181952.0,[]
6751,RPPOMLQKNHGGFGF38DA,新北市三重區河邊北街１９號十樓之一,25.0666648,121.5044448,1060329,1100125.0,23000000,163541.0,[]
6752,RPWOMLPLNHGGFGF09DA,新北市三重區進安街９８號十樓,25.0834981,121.4965669,1100425,1000725.0,43500000,128596.0,[]
6753,RPWTMLMJOHGGFGF56DA,新北市三重區新北大道一段１１１號十樓之三,25.0612986,121.4840301,1100411,1090826.0,17400000,156882.0,[]
6754,RPXTMLMJOHGGFGF66DA,新北市三重區新北大道一段１１１號十樓之一,25.0612986,121.4840301,1100408,1090826.0,17000000,163934.0,[]
6755,RPOUMLMJOHGGFGF48DA,新北市三重區新北大道一段１１１號八樓之二,25.0612986,121.4840301,1100411,1090826.0,19550000,162233.0,[]
6756,RPOOMLSJOHGGFGF48DA,新北市蘆洲區中原路１２巷１０號三樓,25.083853,121.4610739,1100509,980217.0,16160000,128468.0,[]
6757,RPWPMLSJOHGGFGF76DA,新北市三重區三和路三段１７６號七樓,25.0732102,121.4924451,1100131,990430.0,13800000,149238.0,[]
6758,RPTNMLTJOHGGFGF98DA,新北市蘆洲區永安南路二段１４６號五樓,25.0786832,121.4621883,1100509,1090922.0,17200000,107608.0,[]
6759,RPVOMLTJOHGGFGF66DA,新北市三重區仁興街３９巷５２號四樓,25.0767108,121.50126,1100514,591128.0,6200000,89855.0,[]
6760,RPUWMLTJOHGGFGF37DA,新北市蘆洲區復興路１２６號五樓,25.0873793,121.4765678,1100225,721001.0,13700000,113195.0,['三民高中']
6761,RPXUMLPJNHGGFHF07DA,新北市中和區工專路１４０號三樓,24.9790945,121.5085936,1091027,1100325.0,7350000,113795.0,[]
6762,RPUVMLPJNHGGFHF86DA,新北市中和區工專路１４２號十四樓,24.9793995,121.5080892,1090111,1100325.0,13280000,123079.0,[]
6763,RPOPMLQJNHGGFHF38DA,新北市中和區工專路１２８號十四樓,24.9790945,121.5085936,1091206,1100325.0,13880000,122915.0,[]
6764,RPUQMLKKNHGGFHF58DA,新北市中和區工專路１２６號二樓,24.9790945,121.5085936,1100220,1100325.0,12490000,109939.0,[]
6765,RPPRMLKKNHGGFHF18DA,新北市中和區工專路１２６號六樓,24.9790945,121.5085936,1091202,1100325.0,12910000,113496.0,[]
6766,RPQRMLKKNHGGFHF28DA,新北市中和區工專路１２６號七樓,24.9790945,121.5085936,1091025,1100325.0,11350000,114913.0,[]
6767,RPTRMLKKNHGGFHF58DA,新北市中和區工專路１２６號十二樓,24.9790945,121.5085936,1100119,1100325.0,10600000,119950.0,[]
6768,RPWSMLLKNHGGFHF09DA,新北市中和區民治街９巷１號三樓,25.0045635,121.4752144,1100510,650219.0,9960000,97666.0,[]
6769,RPRSMLOKNHGGFHF88DA,新北市永和區中正路２８３巷２４號,25.0007509,121.5170192,1100506,631113.0,14300000,126706.0,[]
6770,RPVOMLKLNHGGFHF58DA,新北市中和區中正路１６７巷２６號八樓,24.9924868,121.4985399,1100502,820510.0,23300000,121938.0,[]
6771,RPXRMLLLNHGGFHF56DA,新北市中和區保平路３２６巷１９號六樓,25.004629,121.5065106,1100415,990115.0,22050000,152775.0,[]
6772,RPURMLOLNHGGFHF56DA,新北市中和區保平路２８９號三樓,25.0036738,121.5066471,1100509,680412.0,11900000,121070.0,['永安市場']
6773,RPXRMLQLNHGGFHF07DA,新北市中和區圓通路２９４巷１１弄３號,24.9900322,121.4885033,1100419,720613.0,11900000,154626.0,[]
6774,RPSQMLRLNHGGFHF56DA,新北市中和區中原街１０８之１號十五樓,25.0101528,121.4868179,1090616,1091202.0,15230000,149367.0,['中原']
6775,RPVOMLMJOHGGFHF68DA,新北市中和區秀朗路三段１７５巷２號十八樓之二,24.9908784,121.5243476,1100321,850108.0,13560000,138057.0,['秀朗橋']
6776,RPTPMLOJOHGGFHF78DA,新北市永和區中正路６０２巷１號九樓之６,25.0068992,121.5171461,1100518,870920.0,19000000,135453.0,[]
6777,RPVOMLRJOHGGFHF56DA,新北市中和區員山路３８７巷８號八樓,25.0028466,121.4808921,1100420,841207.0,12500000,112572.0,[]
6778,RPWOMLTJOHGGFHF86DA,新北市中和區和平街１８２巷３號五樓,24.9922885,121.5048935,1100422,710706.0,9000000,102552.0,['景安']
6781,RPQQMLRJOHGGFAF28EA,新北市板橋區新府路１４８號二十一樓,25.0111136,121.4657377,1100227,971119.0,7600000,200211.0,['板橋']
6782,RPRSMLSJOHGGFAF68EA,新北市板橋區新府路１０６號二十樓,25.0109161,121.4650816,1100430,971119.0,10100000,207904.0,['板橋']
6783,RPTSMLSJOHGGFAF88EA,新北市板橋區大華街１０４號,25.0053774,121.4591626,1100504,540414.0,23000000,244681.0,['府中']
6784,RPUTMLSJOHGGFAF09EA,新北市板橋區華江一路２０７號十樓,25.0349306,121.4738713,1100518,1091117.0,13030000,115535.0,[]
6785,RPQUMLSJOHGGFAF78EA,新北市土城區溪頭路２０巷２弄１號五樓,24.955881,121.4129545,1100503,720706.0,7100000,84283.0,[]
6786,RPTNMLMJOHGGFAF77EA,新北市板橋區文化路二段１８２巷３弄１７號十二樓,25.0278661,121.471782,1091105,911113.0,22170000,181491.0,['江子翠']
6787,RPPRMLSJOHGGFBF48EA,新北市新莊區昌隆街１８號五樓,25.0507072,121.4537214,1100428,670811.0,8200000,90219.0,[]
6788,RPRNMLTJOHGGFBF38EA,新北市新莊區新樹路２６８巷３３弄４號,25.0156985,121.4304357,1100401,680123.0,153650000,203251.0,[]
6789,RPSQMLTJOHGGFBF78EA,新北市新莊區中正路８９１之９號五樓,25.0234523,121.414987,1100505,1091127.0,9550000,129299.0,['迴龍']
6790,RPTQMLTJOHGGFBF88EA,新北市新莊區思源路２３０巷３７號八樓,25.0491798,121.4609024,1100506,1010118.0,23000000,137354.0,['幸福']
6791,RPRPMLKKOHGGFBF77EA,新北市新莊區福前街６３巷６號十樓,25.0539894,121.4633157,1100504,1020307.0,25850000,146796.0,[]
6792,RPOTMLLKOHGGFBF97EA,新北市新莊區自由街１４號二樓,25.0473939,121.455572,1100506,670131.0,9600000,99906.0,[]
6794,RPWOMLSJOHGGFCF98EA,新北市新店區北新路一段６４巷４１號三樓之１,24.965755,121.54234,1100505,1080117.0,25800000,184219.0,['新店區公所']
6795,RPTNMLTJOHGGFCF68EA,新北市新店區北宜路一段１６６號三樓,24.9532137,121.5404154,1100515,861229.0,8000000,134907.0,[]
6796,RPROMLTJOHGGFCF58EA,新北市新店區國校路６－３號二樓,24.9563771,121.5378981,1100506,851228.0,16500000,145310.0,['新店']
6797,RPTOMLTJOHGGFCF78EA,新北市新店區達觀路１４巷８號七樓之四,24.9431186,121.5031858,1100524,850710.0,9000000,50945.0,[]
6798,RPUOMLTJOHGGFCF88EA,新北市新店區寶橋路２７號三樓之六,24.9742524,121.5439484,1100209,970109.0,26080000,201997.0,['七張']
6799,RPVOMLTJOHGGFCF98EA,新北市新店區北新路一段７９號二十樓,24.9608819,121.5384722,1100504,1081112.0,20200000,185445.0,['新店']
6800,RPXOMLTJOHGGFCF56EA,新北市新店區中興路二段２５號十二樓之二,24.9694737,121.5458843,1100427,771205.0,15000000,95828.0,[]
6801,RPUNMLKKOHGGFCF97EA,新北市新店區五路６３巷８弄６２號,24.978282,121.5394822,1100510,701231.0,41180000,163953.0,['七張']
6802,RPQNMLKKOHGGFEF77EA,新北市淡水區淡海路１５０巷８號,25.1833838,121.4217106,1100525,701127.0,6250000,69754.0,[]
6803,RPWNMLSJOHGGFEF09EA,新北市淡水區新市一路一段３４７號七樓,25.1864641,121.4361957,1100417,1040819.0,8680000,71994.0,[]
6804,RPPNMLTJOHGGFEF48EA,新北市淡水區新市五路三段２５８號二十四樓,25.1978112,121.437834,1100519,1061229.0,6500000,53701.0,[]
6805,RPQNMLTJOHGGFEF58EA,新北市淡水區水源街二段１７７巷８１號六樓,25.1772078,121.451809,1100520,851202.0,4040000,68836.0,[]
6806,RPSNMLTJOHGGFEF78EA,新北市淡水區中山北路二段１８８巷２８號七樓,25.187147,121.4443926,1100514,1020712.0,12450000,80119.0,[]
6807,RPROMLSJOHGGFGF88EA,新北市三重區中興北街１９５號七樓,25.0573451,121.4692409,1100414,830216.0,7980000,79435.0,[]
6809,RPPPMLTJOHGGFGF88EA,新北市蘆洲區民權路６８巷８號６樓,25.0876206,121.4753765,1100318,850904.0,6000000,111193.0,['三民高中']
6810,RPUPMLNJOHGGFGF78EA,新北市蘆洲區長安街１７２巷３１號五樓,25.0839802,121.4601511,1100425,830912.0,15500000,98070.0,[]
6811,RPXNMLNJOHGGFHF98EA,新北市中和區安樂路２１７巷２１弄２９號,24.9983084,121.5137228,1100430,560810.0,25700000,243787.0,[]
6812,RPRNMLRJOHGGFHF78EA,新北市中和區秀朗路三段１７７號十三樓之六,24.9910692,121.5243554,1100423,850108.0,15500000,143465.0,['秀朗橋']
6813,RPWNMLRJOHGGFHF66EA,新北市永和區永平路２３８巷１弄１號四樓,25.0112156,121.5087153,1100330,651115.0,13600000,143596.0,[]
6814,RPPNMLSJOHGGFHF68EA,新北市中和區安樂路２巷３０弄１號,24.991798,121.5124395,1100510,1100208.0,4394500,166521.0,"['景平', '南勢角']"
6815,RPVNMLSJOHGGFHF66EA,新北市中和區福祥路６８號八樓之十,25.0053282,121.4993604,1100425,960828.0,6300000,157776.0,['中和']
6816,RPWNMLSJOHGGFHF76EA,新北市中和區橋和路２３號三樓,25.0054241,121.4889603,1100429,1090925.0,110564650,131598.0,['橋和']
6817,RPSRMLSJOHGGFHF76EA,新北市中和區中興街２３３巷８弄６號三樓,24.9894016,121.5012859,1100430,681228.0,15800000,105735.0,[]
6818,RPTRMLSJOHGGFHF86EA,新北市中和區中興街８號,24.995196,121.5012615,1100430,860910.0,8680000,136995.0,['景安']
6819,RPRSMLSJOHGGFHF76EA,新北市中和區橋和路２１號三樓,25.005424,121.4889603,1100429,1090925.0,96753400,131593.0,['橋和']
6820,RPXNMLTJOHGGFHF96EA,新北市永和區永亨路７７號四樓,25.0058826,121.5217031,1100425,610708.0,5500000,123346.0,[]
6821,RPOOMLTJOHGGFHF78EA,新北市永和區民享街２４巷２號,24.994929,121.5153407,1100515,620718.0,12500000,164128.0,['景平']
6822,RPXOMLTJOHGGFHF07EA,新北市中和區興南路二段９８號四樓,24.9841625,121.5049147,1100531,690417.0,8950000,90891.0,[]
6823,RPVPMLTJOHGGFHF96EA,新北市中和區中板路１８巷３弄２１號,25.0130193,121.4833626,1100406,781120.0,41600000,74170.0,[]
6825,RPQNMLKKOHGGFHF08EA,新北市中和區福祥路９號十四樓之一,25.0036606,121.4992981,1100515,871120.0,7000000,142334.0,['中和']
6826,RPRNMLKKOHGGFHF18EA,新北市中和區中正路３００號十三樓,24.9942023,121.494345,1100511,970129.0,11800000,142443.0,[]
6827,RPSNMLKKOHGGFHF28EA,新北市中和區中山路二段２９９號十樓,25.0020782,121.4953004,1100501,970114.0,14700000,148440.0,['中和']
6828,RPTNMLKKOHGGFHF38EA,新北市中和區景平路１４６號二樓,24.9920966,121.5184035,1100418,800323.0,6800000,124588.0,['景平']
6829,RPVNMLKKOHGGFHF58EA,新北市中和區連勝街１１３號十樓,24.995227,121.4950926,1100421,900305.0,14950000,147313.0,[]
6830,RPXNMLKKOHGGFHF78EA,新北市永和區安樂路７２巷５號,24.9987059,121.5149461,1100425,1000818.0,11800000,252137.0,[]
6831,RPOOMLKKOHGGFHF97EA,新北市永和區雙和街７巷２６號,25.0012713,121.5091693,1100328,830323.0,20800000,180571.0,['永安市場']
6832,RPROMLKKOHGGFHF28EA,新北市永和區民光街２２巷１０號三樓,24.9954811,121.5156225,1100323,611231.0,9000000,125523.0,['景平']
6833,RPVOMLKKOHGGFHF68EA,新北市中和區圓通路３６７巷３３弄９７號二樓,24.9839417,121.4950866,1100514,980901.0,13150000,89014.0,[]
6834,RPPNMLLKOHGGFHF08EA,新北市永和區永平路３５０號十六樓,25.0135627,121.5061653,1100417,1090427.0,34300000,167866.0,[]
6835,RPPOMLTJOHGGFHF88EA,新北市永和區環河東路四段１２號十五樓,25.000092,121.5287259,1100511,891219.0,25350000,157979.0,[]
6836,RPPNMLRJOHGGFHF58EA,新北市中和區秀朗路三段１０巷１４弄９４號,24.9966017,121.5235826,1100429,631209.0,14500000,189048.0,[]
6838,RPWOMLLKOHGGFGF78EA,新北市蘆洲區三民路３６２號六樓之三,25.0914255,121.4642351,1100606,1040409.0,10950000,117200.0,['蘆洲']
6839,RPOVMLKKOHGGFGF58EA,新北市蘆洲區光華路１８６巷９７號七樓,25.0845485,121.4654156,1100425,960912.0,19750000,130122.0,[]
6840,RPVVMLKKOHGGFGF66EA,新北市三重區仁愛街２８３巷３５號二樓,25.0797708,121.4942472,1100426,671129.0,3165000,74506.0,[]
6841,RPSSMLTJOHGGFGF86EA,新北市蘆洲區復興路１５５號四樓,25.0889299,121.4780465,1100511,731121.0,8300000,102242.0,[]
6842,RPQRMLKKOHGGFGF38EA,新北市三重區重新路一段１２８號六樓,25.0629546,121.5004384,1100422,1011220.0,16000000,166199.0,['台北橋']
6844,RPWQMLTJOHGGFEF86EA,新北市淡水區淡金路２３號二十七樓之７,25.1604645,121.4561966,1100519,970909.0,12400000,90340.0,[]
6845,RPPUMLKKOHGGFEF38EA,新北市淡水區新民街１７８巷４２弄６號三樓,25.1795657,121.4382933,1100425,780815.0,2650000,63534.0,[]
6846,RPUNMLLKOHGGFEF28EA,新北市淡水區大忠街９４號五樓,25.176772,121.4452044,1100331,841018.0,5880000,65508.0,[]
6847,RPTNMLKKOHGGFEF08EA,新北市淡水區濱海路二段２０２巷１９號十樓,25.1917413,121.434726,1100514,1031021.0,6670000,67807.0,[]
6848,RPUNMLKKOHGGFEF18EA,新北市淡水區中正東路二段８７之１０號二十六樓,25.1531853,121.4595911,1100522,880704.0,5920000,137132.0,['紅樹林']
6849,RPPOMLKKOHGGFEF77EA,新北市淡水區新市一路三段１０１巷１７弄３０號十五樓,25.1837374,121.4456551,1100507,990128.0,11250000,62821.0,[]
6850,RPQOMLKKOHGGFEF87EA,新北市淡水區北新路１６９巷６９弄１２號七樓,25.1803795,121.4480121,1100504,861107.0,5200000,63207.0,[]
6851,RPTRMLKKOHGGFEF48EA,新北市淡水區民族路３１巷１號九樓之５,25.1361791,121.4622079,1100512,880111.0,9000000,103365.0,['竹圍']
6852,RPTTMLKKOHGGFEF68EA,新北市淡水區水源街二段１７７巷９８號五樓,25.1772101,121.4517231,1100501,851202.0,6500000,55727.0,[]
6853,RPTNMLSJOHGGFEF78EA,新北市淡水區濱海路一段３０６巷２０之２號二樓,25.1905352,121.4409345,1100506,1031203.0,7350000,63537.0,[]
6854,RPWNMLKKOHGGFCF18EA,新北市新店區寶橋路７８巷８２號二十二樓,24.9751227,121.546246,1100425,1020829.0,25000000,161400.0,['七張']
6855,RPXNMLKKOHGGFCF28EA,新北市新店區三民路３５巷２８號,24.9698814,121.5368823,1100407,450522.0,31000000,485741.0,[]
6857,RPPNMLLKOHGGFCF57EA,新北市新店區安德街１４８巷２號三樓,24.9599717,121.5083163,1100520,760815.0,6000000,58462.0,[]
6858,RPQNMLLKOHGGFCF67EA,新北市新店區安興路５號地下二層之５７,24.9683427,121.5146943,1100510,840513.0,6603610,40798.0,[]
6859,RPSOMLTJOHGGFCF68EA,新北市新店區僑信路６２巷１９號,24.9489407,121.498848,1100511,720804.0,11000000,89598.0,[]
6860,RPSPMLKKOHGGFBF87EA,新北市新莊區新北大道七段３６８號三樓,25.030602,121.413321,1100429,880409.0,6500000,116258.0,[]
6861,RPSSMLTJOHGGFBF98EA,新北市新莊區天祥街１１６號十三樓,25.0297879,121.4147085,1100507,980612.0,11600000,92239.0,[]
6862,RPPNMLKKOHGGFBF37EA,新北市新莊區中平路３７７巷２１號二樓,25.0524653,121.4437364,1100502,950515.0,18800000,129248.0,[]
6863,RPSNMLRJOHGGFAF18EA,新北市板橋區大同街１８號五樓,25.0269529,121.477654,1100502,1050830.0,26870000,183687.0,[]
6865,RPXPNLTJOHGGFAF56EA,新北市板橋區文化路一段３６０號十三樓之９,25.0236277,121.4687999,1100406,990715.0,9960000,242749.0,"['新埔民生', '新埔']"
6866,RPOQNLTJOHGGFAF38EA,新北市板橋區幸福路７０巷３２號二樓,25.021067,121.460259,1100424,630914.0,8800000,118184.0,[]
6867,RPPNMLTJOHGGFAF08EA,新北市板橋區藝文街２１５號五樓,25.0212564,121.4509556,1091129,1100325.0,15840000,126555.0,[]
6868,RPRNNLTJOHGGFAF38EA,新北市板橋區南雅東路１之１７號十四樓,25.0056459,121.4554021,1100424,960809.0,23000000,140732.0,[]
6869,RPSSMLKKOHGGFAF08EA,新北市板橋區藝文街１３２號十二樓,25.0214471,121.4508207,1100515,1081004.0,14100000,145528.0,[]
6870,RPVSMLKKOHGGFAF38EA,新北市板橋區莊敬路８之６號九樓,25.0285583,121.4734735,1100509,1040826.0,19600000,211389.0,['江子翠']
6871,RPXOMLKKOHGGFAF18EA,新北市土城區學成路１２３號二十五樓,24.9892013,121.4494084,1100425,1050704.0,26800000,152152.0,['海山']
6872,RPPRMLKKOHGGFAF67EA,新北市土城區明德路一段２３２號四樓,24.9774917,121.460455,1100516,770215.0,8600000,81726.0,[]
6873,RPPOMLLKOHGGFAF47EA,新北市土城區明德路一段２８７巷２號十三樓,24.9772889,121.4604591,1100516,840715.0,12500000,102057.0,[]
6874,RPPPMLTJOHGGFHF88DA,新北市中和區興南路一段５６巷３弄５號,24.990864,121.5104642,1100427,630524.0,11600000,158643.0,['南勢角']
6875,RPWPMLTJOHGGFHF96DA,新北市中和區中山路三段１１８之３號十一樓之七,25.0058466,121.4767846,1100425,971225.0,14000000,145833.0,[]
6876,RPTOMLKKOHGGFHF38DA,新北市中和區景平路７６３號二樓之一,25.0049957,121.4959342,1100514,830806.0,8700000,126896.0,['中和']
6877,RPUOMLKKOHGGFHF48DA,新北市中和區明仁街２０號四樓,24.995426,121.5063437,1100429,660620.0,11000000,129641.0,['景安']
6878,RPTPMLSJOHGGFHF56DA,新北市中和區秀朗路三段１０巷１４弄６２號四樓,24.9968818,121.5237782,1100419,631216.0,8600000,112125.0,[]
6879,RPXQMLSJOHGGFHF07DA,新北市中和區福美路２７６號五樓,25.0051995,121.49793,1100422,680523.0,8200000,98617.0,['中和']
6880,RPRRMLSJOHGGFHF56DA,新北市中和區中山路二段３巷４４號四樓,25.0047964,121.507281,1100520,651019.0,8500000,137097.0,['永安市場']
6881,RPPSMLSJOHGGFHF09DA,新北市中和區景平路６０１號十一樓之三十四,25.0011322,121.4966279,1100509,921125.0,9400000,140466.0,['中和']
6882,RPXOMLKKOHGGFHF78DA,新北市永和區永元路６９巷５號五樓,25.0008223,121.5218077,1100414,741007.0,10980000,112109.0,[]
6883,RPSQMLKKOHGGFHF48DA,新北市中和區宜安路１巷３０弄７號三樓,24.9939157,121.5119936,1100408,630810.0,11500000,127156.0,[]
6884,RPUQMLKKOHGGFHF68DA,新北市中和區福祥路２８巷１０號三樓,25.003781,121.499608,1100421,690121.0,8500000,100366.0,['中和']
6885,RPWQMLLKOHGGFHF98DA,新北市中和區安平路６７號十五樓之二,24.9954189,121.509673,1100501,850325.0,27950000,109815.0,['景安']
6886,RPQNMLPJOHGGFHF38DA,新北市中和區員山路５８３號十一樓,25.0099218,121.4786846,1100315,1060808.0,42580000,166386.0,[]
6887,RPTRMLLJOHGGFHF68DA,新北市中和區秀朗路三段１０巷３７弄２號五樓,24.9960467,121.5240668,1100519,680814.0,10000000,107319.0,[]
6888,RPUPMLLJOHGGFHF58DA,新北市永和區大新街７６號八樓之二,25.0082174,121.5166003,1100424,811114.0,10000000,165837.0,[]
6889,RPWQMLRLNHGGFHF96DA,新北市中和區中原街１００號四樓,25.0106818,121.4864991,1100205,1091202.0,20230000,141009.0,['中原']
6890,RPORMLRLNHGGFHF88DA,新北市中和區中原街１２０號六樓,25.0104705,121.4863169,1080910,1091202.0,15250000,132635.0,['中原']
6891,RPVRMLRLNHGGFHF96DA,新北市中和區中原街１２２號四樓,25.0106535,121.4863337,1090507,1091202.0,17800000,148239.0,['中原']
6892,RPRQMLRLNHGGFHF09DA,新北市中和區中原街１０６號十六樓,25.0100998,121.4869014,1091017,1091202.0,16150000,142394.0,['中原']
6893,RPTPMLSLNHGGFHF66DA,新北市永和區永平路２８０號六樓,25.011796,121.5079583,1100509,850509.0,19000000,163652.0,[]
6894,RPRRMLPLNHGGFHF98DA,新北市中和區南山路１１１巷５號四樓,24.9976329,121.5022483,1100513,681101.0,10700000,134846.0,[]
6895,RPUSMLQLNHGGFHF86DA,新北市中和區中原街１８號十七樓,25.0082755,121.4908348,1100223,1031205.0,90000000,175472.0,['橋和']
6896,RPRPNLLLNHGGFHF48DA,新北市中和區中原街１０６號五樓,25.0100998,121.4869014,1081207,1091202.0,15200000,131752.0,['中原']
6897,RPTPNLLLNHGGFHF68DA,新北市中和區中原街１１８號八樓,25.0104175,121.4864004,1100118,1091202.0,16950000,138136.0,['中原']
6898,RPUNMLTKNHGGFHF56DA,新北市中和區景平路７９２號四樓,25.0060815,121.4959764,1100424,800607.0,12980000,84423.0,['中和']
6899,RPWNMLTKNHGGFHF76DA,新北市中和區水源路１３２巷７號十二樓之７,25.0026883,121.5080313,1100505,1050329.0,9500000,179618.0,['永安市場']
6900,RPRQMLTKNHGGFHF56DA,新北市中和區民利街６８巷５之８號十四樓,24.9986966,121.4783095,1100513,1091113.0,11310000,139286.0,[]
6901,RPPSMLMKNHGGFHF48DA,新北市永和區民生路４６巷３０號八樓,24.9968909,121.521766,1100501,841021.0,19250000,166970.0,[]
6902,RPTQMLTJMHGGFHF56DA,新北市中和區民利街６８巷５之１號八樓,24.9986966,121.4783095,1100327,1091113.0,13730000,128054.0,[]
6903,RPVSMLLLMHGGFHF98DA,新北市中和區中山路二段３９１之６號三樓,25.004323,121.486393,1100412,831015.0,13000000,82993.0,['橋和']
6904,RPRNMLOLMHGGFHF38DA,新北市中和區民享街１１號六樓,25.0056751,121.4741556,1100401,860221.0,10300000,142462.0,[]
6905,RPVOMLNJNHGGFHF68DA,新北市中和區景平路４３１巷９２號二樓,24.9952649,121.5007156,1100419,860515.0,17200000,122936.0,['景安']
6906,RPWSMLNJNHGGFHF56DA,新北市永和區環河東路一段１４０號五樓,25.0149914,121.5207973,1100315,860826.0,17480000,133191.0,[]
6907,RPPPMLTJOHGGFGF78DA,新北市三重區三陽路１２９號二樓,25.0590784,121.4831702,1100518,750410.0,11000000,107811.0,['三重']
6908,RPROMLTJOHGGFGF88DA,新北市三重區慈愛街１１２號八樓,25.0803443,121.4895293,1100226,980420.0,29000000,113605.0,[]
6909,RPUOMLTJOHGGFGF56DA,新北市三重區五華街３５巷４５號,25.081477,121.4956384,1100418,581205.0,8580000,122257.0,[]
6910,RPQSMLSJOHGGFGF09DA,新北市蘆洲區中正路１８５巷３１弄８號三樓,25.0841007,121.4664508,1100504,701209.0,6850000,87821.0,[]
6911,RPWTMLSJOHGGFGF17DA,新北市三重區三和路四段１８１巷２５１號,25.0805804,121.4880726,1100423,550601.0,15250000,231481.0,['三和國中']
6912,RPRTMLKKOHGGFGF58DA,新北市蘆洲區水湳街７３之１號六樓,25.0894832,121.4704637,1100518,900606.0,12600000,105431.0,[]
6913,RPQVMLTJOHGGFGF86DA,新北市三重區力行路二段７６巷７號二樓,25.0737101,121.4813351,1100429,690808.0,7700000,84615.0,[]
6914,RPSOMLKKOHGGFGF18DA,新北市三重區重新路五段５１５之１號七樓,25.0465775,121.4713167,1100521,990304.0,2230000,121725.0,['先嗇宮']
6915,RPQNMLMKOHGGFGF08DA,新北市三重區環河北路二段２４２號十五樓,25.0812563,121.49935,1081212,1100317.0,25150000,153500.0,[]
6916,RPUNMLMKOHGGFGF48DA,新北市三重區環河北路二段２３６號十四樓,25.08125,121.4993537,1090211,1100317.0,17350000,129478.0,[]
